Smokes (years),STDs (number),STDs:pelvic inflammatory disease,Age,Biopsy,Hormonal Contraceptives (years),STDs:cervical condylomatosis,STDs:HIV,STDs:HPV,Dx,Citology,STDs:Hepatitis B,Smokes (packs/year),STDs:molluscum contagiosum,STDs:vaginal condylomatosis,STDs: Number of diagnosis,STDs:genital herpes,IUD,STDs: Time since last diagnosis,STDs: Time since first diagnosis,First sexual intercourse,Dx:HPV,Schiller,Num of pregnancies,Smokes,STDs:syphilis,STDs:AIDS,STDs:vulvo-perineal condylomatosis,Hinselmann,Number of sexual partners,STDs:condylomatosis,IUD (years),Hormonal Contraceptives,Dx:CIN,STDs,Method
0.691009415771421,0.023604691914708674,0.0,0.570522167285263,0.003037408161736397,0.43639824138178307,0.0,0.0014601986280080794,0.0,1.9786552622829043,0.03256879721488991,0.0,0.009363558092747306,0.0,0.0,0.011698967754975694,0.0,0.04666661350771917,0.17603332163826377,0.0019060047688679827,0.1059409812539415,2.777668603754013,0.0017533291065065667,0.5093729971420295,0.19084657285879703,0.003696289758968848,0.0,0.012938407678092234,0.024620791047836904,0.04868143076243275,0.0026141490445287913,0.73565260696629,0.15898672967254163,0.02927564972318168,0.0016390817326753858,Surrogates
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DICE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DICE
0.03380244871563407,0.0016970842875295388,2.4294399344526558e-05,0.02458405011707849,0.0009256296656134118,0.01773064889893487,0.0,0.0008570724614053872,0.000132080497107075,0.1852918640008399,0.0029172618746022235,3.819032285057174e-07,0.0072301816322024185,7.416093231935083e-06,5.306678055151257e-05,0.0007267052798746122,1.106245576416015e-05,0.008714169230695012,0.004368213736200428,0.001014085265270861,0.009497336579385472,0.22559275713927657,0.0008102977549568447,0.009996683004708453,0.022135694208813044,0.0007660844319672466,0.0,0.0017834230505945228,0.0015328828146041133,0.0032906723096136573,0.0014746746545054319,0.05726113500441485,0.025055376020594457,0.0025205805367221347,0.000794468992452519,SSHAP
0.1888831409462688,0.06749160942678899,0.07021053835007887,0.05478741581076661,0.013362118230999743,0.04206428462594364,0.0,0.10917638771414036,0.16675271206523373,0.4392184136697498,0.052673188695461365,0.06723006421744263,0.17768843073881263,0.0791510627351735,0.052943594187400876,0.027763451020485597,0.07396533873349494,0.07064987998543601,0.1340259341724159,0.03752274842324762,0.027395499708499062,0.4952454472486191,0.007886414985872194,0.025703293084869093,0.2682359087067908,0.12575384267839157,0.0,0.12140552171841196,0.062271076232955365,0.020373274215737223,0.11466246856142194,0.15508139298275814,0.10349758437167045,0.26923880683727835,0.02577736303723636,LIME
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DICE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DICE
